-1.151589382515038507e+00 -1.663973964910637982e+00 -2.065526998332540387e+00 -1.409285891516688594e+00 -1.617905948698599827e+00 -1.773863075810758749e+00 -1.850917378903706778e+00 -2.014581866219577133e+00 -1.880197402527327366e+00 -1.444833215166251961e+00 -1.385403696787837813e+00 -1.889777451282249165e+00 -3.143537310529164186e-01 2.875304843095041751e-01 2.507229726114983473e-02 -8.696485387168491343e-02 -1.035308025841118057e-01 -1.761075481745045801e-01 -4.827400695487610860e-01 -1.002865472279256931e+00 -1.061811489620973159e+00 -1.420675535536046752e+00 -9.202365254426611019e-01 -3.741633483334538268e-01 -2.792720128285243186e-01 -5.432067516925183082e-01 -5.331872362856517888e-01
-9.626454158147013107e-01 -1.251161424378970155e+00 -1.372320683357958870e+00 -1.122606761619039828e+00 -9.647771401750582232e-01 -1.130321929981054518e+00 -1.435559228134165810e+00 -1.556316687720200820e+00 -1.255779251673184271e+00 -9.834804347447820838e-01 -1.175626912477147012e+00 -1.708214300417758347e+00 -5.410093442000180053e-01 1.797631662560869925e+00 2.586498456753552944e+00 -7.831380701253060073e-02 -1.035238740450237227e-01 -1.756747832060470416e-01 -4.131535462031836747e-01 -6.850898214176017742e-01 -7.935021423407538910e-01 -1.450954942350944910e+00 -1.208470971589546084e+00 -4.195085080679548661e-01 1.828459074022432684e-01 1.516178615929284490e+00 1.497326075399782352e+00
-1.619392197114459586e+00 -1.934962738555920714e+00 -1.643220318915954214e+00 -1.803815905677854659e+00 -2.382508195270883977e+00 -2.074016243053030450e+00 -2.021440941172142125e+00 -1.869216177013735880e+00 -1.841188306266367203e+00 -1.426722899670722633e+00 -1.369788515104217286e+00 -1.911558646370263403e+00 -1.769475962822795179e+00 -1.268713052712730605e+00 -6.667226408649508107e-01 -8.781077602600111109e-02 -1.035303183250928655e-01 -1.751563401844458689e-01 -3.903659299850728015e-01 -7.905491361802292616e-01 -1.065776311760976425e+00 -1.863864301441396254e+00 -1.357502992048192691e+00 -4.322794431642301149e-01 6.456232721220413195e-02 1.335680628207530418e+00 1.737986668184916539e+00
-1.071871607582056019e+00 -9.483480779669067884e-01 -8.869197227018309482e-01 -7.103146554664934165e-01 -1.207748893803015866e+00 -2.119331200642129431e+00 -1.779080230205377644e+00 -1.154287304512614742e+00 -8.698706782550490457e-01 -1.006380489939643352e+00 -1.233857248365739290e+00 -1.857289646775399872e+00 -1.767306695749020218e+00 -1.268692219679032007e+00 -6.667225437083412753e-01 -8.781077388922306493e-02 -1.035153677314702425e-01 -1.650637003861200880e-01 1.429864832719619783e-01 -8.993070537869321535e-02 -1.038739565470912174e+00 -2.199581373263964412e+00 -1.524033488167293227e+00 -4.099383863024082530e-01 1.511527317578353014e+00 5.564957830631952262e+00 5.281904644812884797e+00
-1.435055039399759202e+00 -1.449608258897137958e+00 -1.343987573080695164e+00 -1.725021783941532050e+00 -2.199815608370318643e+00 -1.846764365011197784e+00 -1.679640747303292603e+00 -1.549342489347770746e+00 -1.475105921321690161e+00 -1.094206389252381451e+00 -1.042614051362162453e+00 -1.586676310408254187e+00 -1.743954300002314328e+00 -1.268398902712390308e+00 -6.667210225456545736e-01 -8.781077592564158485e-02 -1.035294672147809708e-01 -1.742123158429254581e-01 -2.953879816594116581e-01 -4.519675266688047977e-01 -7.518754556507174502e-01 -1.597762732854255185e+00 -1.322783609244189584e+00 -4.330794282289890940e-01 5.555171001123247049e-02 1.319152843305698042e+00 1.758188367746446046e+00
-6.862598173095812992e-01 -9.335422114792271131e-01 -5.964383005584448227e-01 5.360122731392149564e-01 1.922960823845675016e+00 1.409291899779315571e+00 6.075408639474599859e-01 7.884862562784917817e-01 4.941305836262857576e-02 -8.729874331405569343e-01 -9.299592057959494840e-01 1.627563970686036532e+00 5.593885181298445808e-01 -9.482051669778012171e-01 -6.426165956023742742e-01 -8.780500545669540913e-02 -1.035311390759315608e-01 -1.763266191329580512e-01 -5.347122726394560877e-01 -1.364584685582937107e+00 -1.485138119034748572e+00 -2.949016186942278184e-01 3.955063443193902462e+00 2.468077853305033820e+00 -2.219472871646190615e-01 -5.431179722831345202e-01 -5.331872020063005424e-01
-3.498901098589143333e-01 -2.168214313388079351e-01 4.071004135681940417e-01 7.984788539100223792e-01 8.529369448284614963e-01 2.734085522984612826e-01 -6.136748277086424841e-02 -5.180427356615661116e-01 5.428407120796679974e-02 -4.263901398298572953e-01 -5.498783754814311475e-01 8.074524370926815520e-01 1.057894976130687864e-01 -9.704683891958958419e-01 -6.424560857355318122e-01 -8.780477446884213388e-02 -1.035307402161478874e-01 -1.755485585721053843e-01 -4.062066949258717474e-01 -7.121240002832950333e-01 -7.506936117947615728e-01 -2.521050864802241165e-01 9.064739562058051758e-01 1.344030254179029993e-01 4.293007719394157685e-03 1.206726786211618219e+00 1.888542091049950189e+00
-1.463340257604059058e+00 -1.620491759011192689e+00 -2.095417093144490206e+00 -1.640891621013915058e+00 -7.530812605335962528e-01 -1.121439004090918568e+00 -1.223195846268074760e+00 -1.311495899790942499e+00 -1.039104254370764480e+00 -1.261201527545250167e+00 -1.564285977605045952e+00 -1.923585895678318725e+00 -6.095898330654300201e-01 2.025454885042624387e+00 3.307344852731593399e+00 -7.461821534275051016e-02 -1.035200867406799452e-01 -1.761826366831049095e-01 -4.934735879123602897e-01 -1.026271677988556785e+00 -1.036100204856545748e+00 -1.415614054548637979e+00 -1.038715517686191303e+00 -4.022876450266273940e-01 -2.793934456446878212e-01 -5.432067795306627644e-01 -5.331872362869805038e-01
4.117327815824921300e-02 -9.578182703474283355e-02 -2.210009288171422281e-01 -1.190351991930702402e+00 -1.245992430667224093e+00 -3.179153854905105714e-01 -2.952442026175275958e-01 -5.890456849312375454e-01 -3.122753784660764476e-01 -7.559284944177503685e-02 3.117018054465212767e-02 -3.876160930613721245e-01 -1.894994106044337601e-01 2.584657852466836214e-01 -2.233996310247841118e-03 -8.701464413201857873e-02 -1.035307012012677552e-01 -1.757344980244705535e-01 -3.859331417266756992e-01 -2.543289898476532862e-01 1.338823183387841953e-01 2.519436015806607310e-02 -7.476465239832570386e-01 -4.020734342942350881e-01 -2.794288689965244710e-01 -5.432067876442533416e-01 -5.331872362873005811e-01
5.041925588137401437e-01 6.535464019876938702e-01 8.613933118011083412e-01 7.170750661739873077e-01 -6.084269028367598198e-01 -5.441466781566508537e-01 2.370570034157959138e-01 6.304603825619096158e-01 5.361531452939005682e-01 6.786456380240166730e-01 8.794286099018298053e-01 3.457679585829721014e-01 -4.571161535825878364e-01 -8.258556977595015169e-01 -5.977603561825678424e-01 -8.778114584417205657e-02 -1.035271460367773455e-01 -1.709842516077257901e-01 1.122247770259064137e-01 1.224316439506059062e+00 9.443397529054629036e-01 3.525973541984717130e-01 -6.682264508502336886e-01 -3.893094779975370678e-01 -3.977999195012972555e-02 1.109988070882586664e+00 1.991415511006066064e+00
