#oID	descriptor	value	sigma
10895	INTENSITY/STRENGTH	67.9306122449	0.871397257809
62444	INTENSITY/STRENGTH	77.0653061225	0.706987681799
5541	INTENSITY/STRENGTH	28.6530612245	0.817723281966
24020	INTENSITY/STRENGTH	65.5602040816	0.903152019575
14328	INTENSITY/STRENGTH	41.7102040816	0.972511713453
8048	INTENSITY/STRENGTH	20.9755102041	0.663031596835
2345	INTENSITY/STRENGTH	28.4795918367	0.814748812995
887	INTENSITY/STRENGTH	28.3591836735	0.812670027488
8125	INTENSITY/STRENGTH	67.1795918368	0.881944649729
61386	INTENSITY/STRENGTH	9.92857142857	0.357712244898
7136	INTENSITY/STRENGTH	40.6795918367	0.965251996668
61204	INTENSITY/STRENGTH	47.8408163265	0.998135170346
5363491	INTENSITY/STRENGTH	69.6142857143	0.846111918367
520108	INTENSITY/STRENGTH	75.0918367347	0.748159891711
6374	INTENSITY/STRENGTH	14.0346938775	0.482598702207
8892	INTENSITY/STRENGTH	60.5551020408	0.955435928363
11525	INTENSITY/STRENGTH	60.9591836735	0.951958517284
6050	INTENSITY/STRENGTH	16.8734693878	0.561053187838
33032	INTENSITY/STRENGTH	11.2306122449	0.398773829238
89440	INTENSITY/STRENGTH	29.4244897959	0.830659351937
18827	INTENSITY/STRENGTH	64.937755102	0.910745389005
6054	INTENSITY/STRENGTH	55.0469387755	0.989811363598
5367706	INTENSITY/STRENGTH	45.3020408163	0.991171671803
6569	INTENSITY/STRENGTH	57.793877551	0.975702189088
2758	INTENSITY/STRENGTH	39.4285714286	0.955297959184
104721	INTENSITY/STRENGTH	68.9918367347	0.855724054977
11419	INTENSITY/STRENGTH	49.4306122449	0.999870319034
7122	INTENSITY/STRENGTH	43.7632653061	0.984441256143
240	INTENSITY/STRENGTH	51.1265306123	0.999492371512
650	INTENSITY/STRENGTH	37.5979591837	0.938475753436
643820	INTENSITY/STRENGTH	60.9693877551	0.951869012911
2214	INTENSITY/STRENGTH	51.7734693878	0.998741922532
5610	INTENSITY/STRENGTH	57.393877551	0.978132229904
7194	INTENSITY/STRENGTH	32.693877551	0.880199250312
12748	INTENSITY/STRENGTH	42.2367346939	0.975892684715
8467	INTENSITY/STRENGTH	49.6163265306	0.999941117868
31260	INTENSITY/STRENGTH	51.3	0.999324
126	INTENSITY/STRENGTH	64.9755102041	0.910293637651
6386	INTENSITY/STRENGTH	17.7755102041	0.584632902957
9261	INTENSITY/STRENGTH	36.9979591837	0.932378773844
7768	INTENSITY/STRENGTH	65.9081632653	0.89877213661
325	INTENSITY/STRENGTH	63.3102040817	0.929135386922
61252	INTENSITY/STRENGTH	40.8673469388	0.966637859225
6137	INTENSITY/STRENGTH	65.093877551	0.90886994419
8914	INTENSITY/STRENGTH	53.4510204082	0.995236183257
1549778	INTENSITY/STRENGTH	37.8632653061	0.941079868388
638024	INTENSITY/STRENGTH	27.9530612245	0.805572996252
8785	INTENSITY/STRENGTH	66.5142857143	0.890911346939
31210	INTENSITY/STRENGTH	50.5	0.9999
7803	INTENSITY/STRENGTH	75.0836734694	0.748323730113
7915	INTENSITY/STRENGTH	32.0693877551	0.871397257809
1551246	INTENSITY/STRENGTH	64.9102040816	0.911074325698
244	INTENSITY/STRENGTH	65.6224489796	0.902375635152
165675	INTENSITY/STRENGTH	37.3040816327	0.935525462724
638014	INTENSITY/STRENGTH	34.4510204082	0.903291693461
356	INTENSITY/STRENGTH	65.3244897959	0.906064004998
7921	INTENSITY/STRENGTH	52.9316326531	0.996562211995
93375	INTENSITY/STRENGTH	57.8857142857	0.975126204082
14296	INTENSITY/STRENGTH	74.7724489796	0.754530308621
2346	INTENSITY/STRENGTH	64.9204081633	0.910952568097
7410	INTENSITY/STRENGTH	72.1448979592	0.803841397751
7695	INTENSITY/STRENGTH	36.2020408163	0.923846528947
6287	INTENSITY/STRENGTH	35.4948979592	0.915840805914
10895	VALENCE/PLEASANTNESS	49.8818915929	0.999994420162
62444	VALENCE/PLEASANTNESS	35.2162905097	0.912576773483
5541	VALENCE/PLEASANTNESS	41.9807376276	0.974276572401
24020	VALENCE/PLEASANTNESS	52.1386636471	0.998170447122
14328	VALENCE/PLEASANTNESS	51.3589229488	0.999261331368
8048	VALENCE/PLEASANTNESS	53.0529414133	0.996271819491
9609	VALENCE/PLEASANTNESS	32.8635918548	0.882537406353
2345	VALENCE/PLEASANTNESS	40.8787898217	0.966721409953
887	VALENCE/PLEASANTNESS	43.9848711068	0.985527289759
8125	VALENCE/PLEASANTNESS	40.5189321018	0.964043740604
61386	VALENCE/PLEASANTNESS	48.8142802938	0.999437627511
