#oID	descriptor	value	sigma
243	INTENSITY/STRENGTH	55.41999889159754	0.9882494448060324
454	INTENSITY/STRENGTH	61.776858358262075	0.9445222428837732
679	INTENSITY/STRENGTH	20.48222040403669	0.6514802750896528
1030	INTENSITY/STRENGTH	17.09995907694327	0.5670349229044771
1060	INTENSITY/STRENGTH	47.75789093174683	0.9979891787704227
2682	INTENSITY/STRENGTH	11.414804257276364	0.4044730677982807
6137	INTENSITY/STRENGTH	41.80908690376493	0.97316357705997
6386	INTENSITY/STRENGTH	3.1429842010757945	0.12176802816774696
6826	INTENSITY/STRENGTH	44.20948475264463	0.986587973268058
6989	INTENSITY/STRENGTH	68.07955964718232	0.8692518091855903
7047	INTENSITY/STRENGTH	62.76474910047989	0.9348244721607191
7409	INTENSITY/STRENGTH	57.40393380892206	0.9780727056612402
7601	INTENSITY/STRENGTH	41.40962998257499	0.9704822171854902
7632	INTENSITY/STRENGTH	46.43912762836307	0.9949280751811652
7792	INTENSITY/STRENGTH	58.533655727660204	0.970870687968709
7820	INTENSITY/STRENGTH	27.16418465201562	0.7914102149571045
7826	INTENSITY/STRENGTH	55.798432216191685	0.9865512735336921
8038	INTENSITY/STRENGTH	46.90404999178552	0.9961660374186545
8048	INTENSITY/STRENGTH	21.672239132944444	0.6790151857035663
8051	INTENSITY/STRENGTH	60.439645982759345	0.9564055167018628
8078	INTENSITY/STRENGTH	38.20198614087897	0.9443227475919953
8137	INTENSITY/STRENGTH	46.9914446819886	0.9963794379593861
8159	INTENSITY/STRENGTH	30.932850208269663	0.8545775195278871
8163	INTENSITY/STRENGTH	29.71667149009471	0.8354346338237053
8175	INTENSITY/STRENGTH	36.482848549298836	0.926914646663523
8180	INTENSITY/STRENGTH	42.987018206865294	0.9803272345476646
8205	INTENSITY/STRENGTH	28.977796108301106	0.823226777414336
8294	INTENSITY/STRENGTH	47.041739520030134	0.9964994779730595
8452	INTENSITY/STRENGTH	34.7062761679946	0.9064408045401402
8467	INTENSITY/STRENGTH	39.535078618012314	0.9561941681875268
8615	INTENSITY/STRENGTH	19.696712233966032	0.6326843002275744
9024	INTENSITY/STRENGTH	31.782103109779463	0.8672432931589171
10722	INTENSITY/STRENGTH	65.23178116434028	0.9071971370246592
11124	INTENSITY/STRENGTH	44.38595060483527	0.9873929797554603
11419	INTENSITY/STRENGTH	63.80838388775144	0.9237314137633945
12206	INTENSITY/STRENGTH	58.51180467864274	0.9710196724450544
12348	INTENSITY/STRENGTH	54.81329905352291	0.9907328608885424
12748	INTENSITY/STRENGTH	55.9857108134822	0.9856685064229451
13187	INTENSITY/STRENGTH	53.508541851674025	0.9950760536300209
13204	INTENSITY/STRENGTH	57.3269454894255	0.9785263479179949
13216	INTENSITY/STRENGTH	62.364840870241	0.9388442841014473
13436	INTENSITY/STRENGTH	74.4204742373307	0.7614561752095468
14328	INTENSITY/STRENGTH	29.103977711377457	0.8253425010053559
15606	INTENSITY/STRENGTH	43.422177460037304	0.9826929002531035
22386	INTENSITY/STRENGTH	53.000939192090186	0.996397745586151
