#oID	descriptor	value	sigma
11980	INTENSITY/STRENGTH	57.5137161269	0.977417627986
650	INTENSITY/STRENGTH	30.3627845228	0.845751907321
89440	INTENSITY/STRENGTH	44.5096680749	0.987942502141
7601	INTENSITY/STRENGTH	35.7822567846	0.919142311144
5363388	INTENSITY/STRENGTH	53.6380047788	0.994705968492
444539	INTENSITY/STRENGTH	45.7566792761	0.992797691694
6054	INTENSITY/STRENGTH	60.4845453857	0.956029723222
62374	INTENSITY/STRENGTH	48.430144853	0.999014221927
235414	INTENSITY/STRENGTH	47.2711616863	0.997021376583
78925	INTENSITY/STRENGTH	36.8600780447	0.930936980404
6549	INTENSITY/STRENGTH	53.8634015239	0.994029651466
7194	INTENSITY/STRENGTH	35.8891248499	0.920353280999
8857	INTENSITY/STRENGTH	32.5181671611	0.877754208237
1136	INTENSITY/STRENGTH	53.8834894404	0.993967403907
8467	INTENSITY/STRENGTH	52.0936568722	0.998246640361
61209	INTENSITY/STRENGTH	53.7545132228	0.994361452184
5365027	INTENSITY/STRENGTH	52.772759389	0.996924722148
22873	INTENSITY/STRENGTH	40.8957990197	0.966845409804
637776	INTENSITY/STRENGTH	47.533292775	0.997566142186
7795	INTENSITY/STRENGTH	52.4888391345	0.997522271905
565690	INTENSITY/STRENGTH	45.6907895632	0.992572282164
24834	INTENSITY/STRENGTH	54.620748397	0.991459473701
5364729	INTENSITY/STRENGTH	54.7749039495	0.990880116909
8038	INTENSITY/STRENGTH	44.9374825319	0.989748366754
62572	INTENSITY/STRENGTH	62.9101179178	0.93333154214
6386	INTENSITY/STRENGTH	32.2400641171	0.873833870974
6826	INTENSITY/STRENGTH	51.4672804124	0.999138835277
8175	INTENSITY/STRENGTH	46.8396241995	0.99600480992
8452	INTENSITY/STRENGTH	44.4203491621	0.987546998611
241	INTENSITY/STRENGTH	37.9798346496	0.94220624998
4133	INTENSITY/STRENGTH	58.6072742702	0.970365931855
8294	INTENSITY/STRENGTH	51.521435291	0.999074093862
18827	INTENSITY/STRENGTH	55.367928729	0.988474136464
1183	INTENSITY/STRENGTH	53.2977483484	0.995649942332
61252	INTENSITY/STRENGTH	41.8902407477	0.973692721948
7151	INTENSITY/STRENGTH	54.7837493833	0.990846296735
61155	INTENSITY/STRENGTH	53.476915562	0.99516442327
7583	INTENSITY/STRENGTH	47.9771135877	0.998363172225
8785	INTENSITY/STRENGTH	50.8262489541	0.999726925066
1549778	INTENSITY/STRENGTH	51.188504871	0.999434982469
6140	INTENSITY/STRENGTH	39.896546066	0.959168087442
61659	INTENSITY/STRENGTH	46.2005366096	0.994225631178
61177	INTENSITY/STRENGTH	53.4383062059	0.995271220174
69963	INTENSITY/STRENGTH	46.6128119601	0.995410782873
2969	INTENSITY/STRENGTH	47.899075278	0.998234446125
8375	INTENSITY/STRENGTH	58.5375532426	0.970844073852
660	INTENSITY/STRENGTH	52.3283208595	0.99783156879
679	INTENSITY/STRENGTH	33.1429169316	0.886335500171
24197	INTENSITY/STRENGTH	50.2005632948	0.999983909746
6057	INTENSITY/STRENGTH	41.4794544027	0.97096012109
196	INTENSITY/STRENGTH	53.1595851879	0.996006808576
7635	INTENSITY/STRENGTH	49.3584316686	0.99983535603
6998	INTENSITY/STRENGTH	51.2105288015	0.999413848008
311	INTENSITY/STRENGTH	33.3593947917	0.889236103321
7047	INTENSITY/STRENGTH	53.381907943	0.995425079466
5368076	INTENSITY/STRENGTH	49.9458930587	0.999998828976
261	INTENSITY/STRENGTH	37.3422546632	0.935912593196
61138	INTENSITY/STRENGTH	30.4641811167	0.847340712223
170833	INTENSITY/STRENGTH	53.5463435641	0.99496937893
228769	INTENSITY/STRENGTH	46.1600823681	0.994102013032
5960	INTENSITY/STRENGTH	35.5663554674	0.916667962203
11980	VALENCE/PLEASANTNESS	45.6132607556	0.992302607521
650	VALENCE/PLEASANTNESS	44.9219057764	0.989685183623
89440	VALENCE/PLEASANTNESS	49.3272556944	0.99981896604
7601	VALENCE/PLEASANTNESS	46.2993557064	0.994522092725
5363388	VALENCE/PLEASANTNESS	49.9055464226	0.999996431409
444539	VALENCE/PLEASANTNESS	38.6171357327	0.948172160429
6054	VALENCE/PLEASANTNESS	41.6770184606	0.972291191318
62374	VALENCE/PLEASANTNESS	44.1917450078	0.986505669578
235414	VALENCE/PLEASANTNESS	45.0150852119	0.990060249822
78925	VALENCE/PLEASANTNESS	38.899131063	0.950708283537
6549	VALENCE/PLEASANTNESS	45.305996435	0.991186532213
7194	VALENCE/PLEASANTNESS	45.8752069412	0.993194432889
8857	VALENCE/PLEASANTNESS	48.0527221358	0.998483243568
1136	VALENCE/PLEASANTNESS	37.2414450008	0.934887709732
8467	VALENCE/PLEASANTNESS	52.6101820716	0.997274779821
61209	VALENCE/PLEASANTNESS	44.0304614011	0.985745843566
5365027	VALENCE/PLEASANTNESS	45.674202548	0.992514990562
22873	VALENCE/PLEASANTNESS	51.3733594237	0.999245553557
637776	VALENCE/PLEASANTNESS	46.514646747	0.995140925081
7795	VALENCE/PLEASANTNESS	52.3420240222	0.997805969392
565690	VALENCE/PLEASANTNESS	51.5546163401	0.999033267214
24834	VALENCE/PLEASANTNESS	57.9721884341	0.974577684628
5364729	VALENCE/PLEASANTNESS	44.5120718806	0.987953057983
7916	VALENCE/PLEASANTNESS	45.0446759214	0.99017790531
8038	VALENCE/PLEASANTNESS	41.6663424575	0.972220060786
62572	VALENCE/PLEASANTNESS	46.9519642162	0.996283791144
6386	VALENCE/PLEASANTNESS	43.8215495698	0.984730700112
6826	VALENCE/PLEASANTNESS	44.3401691939	0.987186526099
8175	VALENCE/PLEASANTNESS	44.8769879637	0.98950189907
8452	VALENCE/PLEASANTNESS	42.9365518925	0.980043080333
241	VALENCE/PLEASANTNESS	42.7919770029	0.979217761789
4133	VALENCE/PLEASANTNESS	43.1527659053	0.981246154101
8294	VALENCE/PLEASANTNESS	51.0224632953	0.999581827524
18827	VALENCE/PLEASANTNESS	43.4670178114	0.982928057489
1183	VALENCE/PLEASANTNESS	50.1126822393	0.999994921085
61252	VALENCE/PLEASANTNESS	40.8223528943	0.966308317441
7151	VALENCE/PLEASANTNESS	44.5710554416	0.988210624393
61155	VALENCE/PLEASANTNESS	43.932928801	0.985276258826
7583	VALENCE/PLEASANTNESS	46.7330072555	0.995730703363
10430	VALENCE/PLEASANTNESS	37.3565034619	0.936056798116
8785	VALENCE/PLEASANTNESS	52.8580287703	0.996732668619
1549778	VALENCE/PLEASANTNESS	50.6676815851	0.99982168052
6140	VALENCE/PLEASANTNESS	39.0560649011	0.95209211382
61659	VALENCE/PLEASANTNESS	27.5455247226	0.798318616007
61177	VALENCE/PLEASANTNESS	48.0194973449	0.998431043693
69963	VALENCE/PLEASANTNESS	39.6861257557	0.957449599229
9016	VALENCE/PLEASANTNESS	40.4631730595	0.963619572763
12587	VALENCE/PLEASANTNESS	27.2961618372	0.793814293072
2969	VALENCE/PLEASANTNESS	32.1053973021	0.871913277714
8375	VALENCE/PLEASANTNESS	40.8817989084	0.966743363541
15717	VALENCE/PLEASANTNESS	46.0695216561	0.993820535995
18635	VALENCE/PLEASANTNESS	32.1892963104	0.873111533632
526618	VALENCE/PLEASANTNESS	38.3988235914	0.946165082375
660	VALENCE/PLEASANTNESS	41.0255853361	0.967783952576
679	VALENCE/PLEASANTNESS	41.8455892019	0.973402233814
24197	VALENCE/PLEASANTNESS	47.7683925332	0.998007971246
6057	VALENCE/PLEASANTNESS	39.2250953068	0.953560571541
196	VALENCE/PLEASANTNESS	24.4953585379	0.739805305557
7635	VALENCE/PLEASANTNESS	52.3478313888	0.997795075108
6998	VALENCE/PLEASANTNESS	51.2792885733	0.999345368299
311	VALENCE/PLEASANTNESS	35.6522257916	0.917656550105
7047	VALENCE/PLEASANTNESS	40.6798060073	0.965253593576
5368076	VALENCE/PLEASANTNESS	48.633461011	0.999253028477
261	VALENCE/PLEASANTNESS	45.2511327731	0.990979304025
61138	VALENCE/PLEASANTNESS	29.4639267812	0.831307878701
7894	VALENCE/PLEASANTNESS	43.701622352	0.984132175601
170833	VALENCE/PLEASANTNESS	46.4065661791	0.99483489335
228769	VALENCE/PLEASANTNESS	48.3240522855	0.998876479703
5960	VALENCE/PLEASANTNESS	42.4179036821	0.97700472617
11980	BAKERY	3.44368191948	0.133003698714
650	BAKERY	3.3621098426	0.129962880666
89440	BAKERY	3.4642683753	0.133770272861
