#oID	descriptor	value	sigma
14228	INTENSITY/STRENGTH	26.1265306122	0.772022983757
778574	INTENSITY/STRENGTH	34.043877551	0.898160862557
61918	INTENSITY/STRENGTH	68.3857142857	0.864786204082
7119	INTENSITY/STRENGTH	34.2775510204	0.901121839234
8892	INTENSITY/STRENGTH	58.2102040816	0.973037019575
18827	INTENSITY/STRENGTH	59.8673469388	0.961054185756
69963	INTENSITY/STRENGTH	24.6918367347	0.743798748855
261	INTENSITY/STRENGTH	27.2836734694	0.793587403582
8658	INTENSITY/STRENGTH	76.3265306122	0.722765514369
5366244	INTENSITY/STRENGTH	28.0653061225	0.807547681799
6998	INTENSITY/STRENGTH	68.9918367347	0.855724054977
7820	INTENSITY/STRENGTH	31.7632653061	0.866968603082
5315892	INTENSITY/STRENGTH	66.6795918367	0.888716486464
12180	INTENSITY/STRENGTH	74.2040816327	0.765664972928
8452	INTENSITY/STRENGTH	43.0448979592	0.980650622241
6106	INTENSITY/STRENGTH	33.0265306122	0.884760534777
8093	INTENSITY/STRENGTH	64.3816326531	0.917267456893
7761	INTENSITY/STRENGTH	34.8816326531	0.908573987505
8908	INTENSITY/STRENGTH	54.2591836735	0.992743741774
444683	INTENSITY/STRENGTH	44.4377551021	0.987624572678
8091	INTENSITY/STRENGTH	52.5326530612	0.997434267389
89440	INTENSITY/STRENGTH	28.0551020408	0.807368581424
8078	INTENSITY/STRENGTH	67.4510204082	0.878184754686
62900	INTENSITY/STRENGTH	61.906122449	0.943297699292
7122	INTENSITY/STRENGTH	31.2285714286	0.859053387755
7410	INTENSITY/STRENGTH	66.0489795918	0.896972101624
5364729	INTENSITY/STRENGTH	38.5530612245	0.947587037068
61209	INTENSITY/STRENGTH	54.2020408163	0.992937141191
1550470	INTENSITY/STRENGTH	53.8755102041	0.993992168263
62902	INTENSITY/STRENGTH	57.4734693877	0.977658902124
807	INTENSITY/STRENGTH	37.812244898	0.940583450229
1001	INTENSITY/STRENGTH	45.2744897959	0.991067821324
13216	INTENSITY/STRENGTH	49.3489795918	0.999830468971
5960	INTENSITY/STRENGTH	7.88163265306	0.290417252811
177	INTENSITY/STRENGTH	39.4193877551	0.955220257809
61337	INTENSITY/STRENGTH	61.8326530612	0.943995328613
679	INTENSITY/STRENGTH	40.0091836735	0.960073435652
12206	INTENSITY/STRENGTH	70.3510204082	0.834334387339
7151	INTENSITY/STRENGTH	65.9775510204	0.897887145356
6826	INTENSITY/STRENGTH	32.7244897959	0.880622698876
88454	INTENSITY/STRENGTH	53.7040816327	0.994511911703
7997	INTENSITY/STRENGTH	73.9775510204	0.770030818826
6137	INTENSITY/STRENGTH	66.937755102	0.885244980841
61659	INTENSITY/STRENGTH	41.3591836735	0.970134517285
6505	INTENSITY/STRENGTH	8.98979591837	0.327265264473
8918	INTENSITY/STRENGTH	38.1510204082	0.943840673053
12297	INTENSITY/STRENGTH	52.1428571429	0.998163265306
5273467	INTENSITY/STRENGTH	44.6367346939	0.988494154103
