#oID	descriptor	value	sigma
8797	INTENSITY/STRENGTH	51.6465204083	0.998915588218
16220109	INTENSITY/STRENGTH	50.9117207918	0.999667506079
7695	INTENSITY/STRENGTH	50.5747196514	0.999867878929
61192	INTENSITY/STRENGTH	50.4539996474	0.999917553728
220674	INTENSITY/STRENGTH	46.7679805518	0.995821620115
7799	INTENSITY/STRENGTH	47.7655349715	0.998002866415
6999977	INTENSITY/STRENGTH	50.5203538665	0.999891692741
7720	INTENSITY/STRENGTH	52.3005422463	0.997883002149
5362798	INTENSITY/STRENGTH	49.686616241	0.999960716248
1551246	INTENSITY/STRENGTH	51.4766481918	0.999127804047
98330	INTENSITY/STRENGTH	42.521879815	0.9776310874
2214	INTENSITY/STRENGTH	50.3925973624	0.999938346924
8180	INTENSITY/STRENGTH	45.7329874241	0.992717041471
6989	INTENSITY/STRENGTH	50.5095406222	0.999896147342
379	INTENSITY/STRENGTH	49.0089372797	0.999607117874
7632	INTENSITY/STRENGTH	51.5893353205	0.998989605296
8078	INTENSITY/STRENGTH	50.970107992	0.999623556194
957	INTENSITY/STRENGTH	47.953301641	0.998324410331
14514	INTENSITY/STRENGTH	52.2568543536	0.997962643371
440967	INTENSITY/STRENGTH	48.0151588428	0.998424162232
61918	INTENSITY/STRENGTH	52.3333554301	0.997822180975
14257	INTENSITY/STRENGTH	45.5843948773	0.99220097256
7059	INTENSITY/STRENGTH	53.1724130852	0.995974318087
8186	INTENSITY/STRENGTH	46.027064349	0.993686312925
8082	INTENSITY/STRENGTH	49.9933626847	0.999999982378
8159	INTENSITY/STRENGTH	48.9355817631	0.999546805527
5363491	INTENSITY/STRENGTH	52.647681095	0.997195913928
9025	INTENSITY/STRENGTH	52.8743670814	0.996695205553
196	INTENSITY/STRENGTH	50.0399409193	0.999999361889
6448	INTENSITY/STRENGTH	46.8985337859	0.996152362929
7820	INTENSITY/STRENGTH	51.2749549603	0.99934979594
31260	INTENSITY/STRENGTH	32.7649742075	0.881181554373
8103	INTENSITY/STRENGTH	52.7021937874	0.997079259494
12580	INTENSITY/STRENGTH	51.6771850034	0.998874820186
7136	INTENSITY/STRENGTH	50.0228094435	0.999999791892
31246	INTENSITY/STRENGTH	53.6578313165	0.994648108024
33032	INTENSITY/STRENGTH	34.4503896959	0.903283847756
31266	INTENSITY/STRENGTH	50.9277770117	0.999655691927
104721	INTENSITY/STRENGTH	50.0660185727	0.999998256619
31249	INTENSITY/STRENGTH	50.2682970249	0.999971206683
261	INTENSITY/STRENGTH	36.8657873898	0.930996983644
7410	INTENSITY/STRENGTH	52.4347296675	0.997628836578
93375	INTENSITY/STRENGTH	51.0041805747	0.999596648549
7360	INTENSITY/STRENGTH	45.713924856	0.992651823944
61386	INTENSITY/STRENGTH	43.8837909855	0.985036794916
8615	INTENSITY/STRENGTH	49.8048218184	0.999984762191
61005	INTENSITY/STRENGTH	50.764303673	0.999766335958
638014	INTENSITY/STRENGTH	48.825197734	0.999447935854
61052	INTENSITY/STRENGTH	50.5938815019	0.999858921905
8456	INTENSITY/STRENGTH	50.2903230277	0.999966285016
61252	INTENSITY/STRENGTH	50.1772054362	0.999987439293
62900	INTENSITY/STRENGTH	49.6955930256	0.999962934558
5610	INTENSITY/STRENGTH	51.9560944991	0.998469477724
5365027	INTENSITY/STRENGTH	49.8508437942	0.999991100971
7127	INTENSITY/STRENGTH	50.7713658229	0.999761997907
7194	INTENSITY/STRENGTH	49.6190772179	0.999941959134
6276	INTENSITY/STRENGTH	53.8608399777	0.994037565867
8797	VALENCE/PLEASANTNESS	45.4350364496	0.991664443113
16220109	VALENCE/PLEASANTNESS	46.189384275	0.994191683118
7695	VALENCE/PLEASANTNESS	45.8390992976	0.993074762138
7150	VALENCE/PLEASANTNESS	45.484576252	0.991844379351
61192	VALENCE/PLEASANTNESS	45.647006421	0.99242057876
220674	VALENCE/PLEASANTNESS	46.2238904748	0.994296398742
7799	VALENCE/PLEASANTNESS	46.9034893225	0.99616464865
6999977	VALENCE/PLEASANTNESS	45.9264723321	0.993362548936
7720	VALENCE/PLEASANTNESS	44.9483211964	0.989792216506
5362798	VALENCE/PLEASANTNESS	45.1090049619	0.990431267015
1551246	VALENCE/PLEASANTNESS	45.5471265771	0.992068767312
98330	VALENCE/PLEASANTNESS	44.5966316733	0.98832144429
556940	VALENCE/PLEASANTNESS	27.5277714068	0.797999576823
2214	VALENCE/PLEASANTNESS	45.4903252618	0.991865133502
8180	VALENCE/PLEASANTNESS	36.4185992895	0.926218221896
6989	VALENCE/PLEASANTNESS	44.2564224333	0.986804526694
379	VALENCE/PLEASANTNESS	36.3890287185	0.92589658431
7632	VALENCE/PLEASANTNESS	44.7521845726	0.988984173296
8118	VALENCE/PLEASANTNESS	44.749270055	0.988971934018
8078	VALENCE/PLEASANTNESS	45.6570421626	0.992455486889
957	VALENCE/PLEASANTNESS	45.221939671	0.990868055797
14514	VALENCE/PLEASANTNESS	45.1099089558	0.990434803832
440967	VALENCE/PLEASANTNESS	45.2199176729	0.990860325178
61918	VALENCE/PLEASANTNESS	44.9086971718	0.989631454205
6590	VALENCE/PLEASANTNESS	44.9015085708	0.989602154059
14257	VALENCE/PLEASANTNESS	45.3996413448	0.991534680097
7059	VALENCE/PLEASANTNESS	44.0272165679	0.985730343229
8186	VALENCE/PLEASANTNESS	45.125643477	0.990496259395
8082	VALENCE/PLEASANTNESS	44.6603843924	0.988595402065
8159	VALENCE/PLEASANTNESS	46.513955262	0.995138996834
5363491	VALENCE/PLEASANTNESS	46.1470096373	0.994061786106
9025	VALENCE/PLEASANTNESS	44.9994779369	0.989997911639
6429333	VALENCE/PLEASANTNESS	44.9610543275	0.989843610604
196	VALENCE/PLEASANTNESS	29.9745841039	0.839593087276
6448	VALENCE/PLEASANTNESS	46.4452337303	0.994945454707
61641	VALENCE/PLEASANTNESS	45.5720251734	0.992157215574
7969	VALENCE/PLEASANTNESS	27.2968623396	0.79382701615
7820	VALENCE/PLEASANTNESS	45.9122826438	0.993316226726
5362588	VALENCE/PLEASANTNESS	45.5260927828	0.991993661685
31260	VALENCE/PLEASANTNESS	43.7559558332	0.984404764977
8103	VALENCE/PLEASANTNESS	45.2770898086	0.99107764773
12580	VALENCE/PLEASANTNESS	44.5434271177	0.988090324952
7136	VALENCE/PLEASANTNESS	45.5469857895	0.992068265776
31246	VALENCE/PLEASANTNESS	45.6779339235	0.992527897932
