#oID	descriptor	value	sigma
8658	INTENSITY/STRENGTH	63.8204081633	0.92359852728
7720	INTENSITY/STRENGTH	70.9102040816	0.825105346105
325	INTENSITY/STRENGTH	63.9857142857	0.921759918367
521238	INTENSITY/STRENGTH	53.5857142857	0.994857061225
8051	INTENSITY/STRENGTH	69.5530612245	0.847071118701
62444	INTENSITY/STRENGTH	80.5428571429	0.62685355102
101604	INTENSITY/STRENGTH	57.0755102041	0.979974862141
778574	INTENSITY/STRENGTH	38.8734693878	0.950480126614
7820	INTENSITY/STRENGTH	49.0469387755	0.999636669721
31265	INTENSITY/STRENGTH	54.5510204082	0.991715285298
8615	INTENSITY/STRENGTH	25.9112244898	0.767892357768
1551246	INTENSITY/STRENGTH	45.8653061225	0.993161722616
6584	INTENSITY/STRENGTH	41.1224489796	0.968475635152
5960	INTENSITY/STRENGTH	12.6295918367	0.441381037484
61918	INTENSITY/STRENGTH	70.2265306123	0.836354983757
8797	INTENSITY/STRENGTH	57.9591836735	0.974660558101
31260	INTENSITY/STRENGTH	61.2897959184	0.949016203249
18554	INTENSITY/STRENGTH	54.406122449	0.992234433986
12748	INTENSITY/STRENGTH	42.1857142857	0.97557477551
11525	INTENSITY/STRENGTH	68.7571428571	0.859267836735
440967	INTENSITY/STRENGTH	60.1448979592	0.958832418159
31234	INTENSITY/STRENGTH	50.1367346939	0.999992521449
7409	INTENSITY/STRENGTH	74.112244898	0.767439858392
6106	INTENSITY/STRENGTH	21.7918367347	0.681719810079
8918	INTENSITY/STRENGTH	31.4989795918	0.863084897543
10748	INTENSITY/STRENGTH	57.7204081633	0.976158119117
7122	INTENSITY/STRENGTH	41.9387755102	0.97400666389
24197	INTENSITY/STRENGTH	42.9663265306	0.98021097501
11980	INTENSITY/STRENGTH	59.6428571428	0.962806122449
11086	INTENSITY/STRENGTH	82.2224489796	0.584685512703
7937	INTENSITY/STRENGTH	71.893877551	0.808263250312
7792	INTENSITY/STRENGTH	42.2428571429	0.975930693878
13436	INTENSITY/STRENGTH	25.5714285714	0.761297959184
326	INTENSITY/STRENGTH	68.7102040816	0.85997130529
62332	INTENSITY/STRENGTH	18.6040816326	0.605718523948
13561	INTENSITY/STRENGTH	26.3897959184	0.77702330529
7361	INTENSITY/STRENGTH	43.2010204082	0.981509550604
93375	INTENSITY/STRENGTH	71.1673469388	0.82077736943
7147	INTENSITY/STRENGTH	67.3530612245	0.879548506456
641423	INTENSITY/STRENGTH	36.6653061225	0.928874375677
17617	INTENSITY/STRENGTH	28.9234693878	0.822311942941
8082	INTENSITY/STRENGTH	36.5571428572	0.927715836735
7593	INTENSITY/STRENGTH	27.2020408163	0.792101222824
8137	INTENSITY/STRENGTH	38.7693877551	0.949549339442
8175	INTENSITY/STRENGTH	60.6653061224	0.954500498126
62900	INTENSITY/STRENGTH	51.0632653061	0.999547786756
8184	INTENSITY/STRENGTH	8.93673469389	0.32552329696
16324	INTENSITY/STRENGTH	63.0530612245	0.931847037068
7059	INTENSITY/STRENGTH	66.6795918367	0.888716486464
8908	INTENSITY/STRENGTH	49.9897959184	0.999999958351
638014	INTENSITY/STRENGTH	44.4959183674	0.987882034152
5541	INTENSITY/STRENGTH	27.8632653061	0.803985990837
637566	INTENSITY/STRENGTH	63.8714285714	0.923033387755
2969	INTENSITY/STRENGTH	50.9183673469	0.999662640566
7047	INTENSITY/STRENGTH	55.5346938776	0.987746865473
98330	INTENSITY/STRENGTH	25.3265306122	0.756487963348
61386	INTENSITY/STRENGTH	13.1775510204	0.457642900458
7654	INTENSITY/STRENGTH	33.993877551	0.897521617659
243	INTENSITY/STRENGTH	51.5775510204	0.999004533111
61192	INTENSITY/STRENGTH	54.0183673469	0.993541089546
62580	INTENSITY/STRENGTH	45.9081632653	0.993302748855
12810	INTENSITY/STRENGTH	51.1510204082	0.999470060808
8658	VALENCE/PLEASANTNESS	48.732755045	0.99935763609
7720	VALENCE/PLEASANTNESS	43.2873952145	0.981976374798
325	VALENCE/PLEASANTNESS	49.3638799945	0.999838140535
