#oID	descriptor	value	sigma
7127	INTENSITY/STRENGTH	34.7790575908	0.90732916487
7632	INTENSITY/STRENGTH	36.2281243014	0.924134175896
10882	INTENSITY/STRENGTH	76.2525903359	0.724320600262
6106	INTENSITY/STRENGTH	32.6857058982	0.880086087902
2969	INTENSITY/STRENGTH	48.3326002182	0.998887911187
311	INTENSITY/STRENGTH	0.0	0.0
6213	INTENSITY/STRENGTH	27.3484917236	0.794763669122
8078	INTENSITY/STRENGTH	40.5773371815	0.964485370163
356	INTENSITY/STRENGTH	28.3923120336	0.813243128298
8051	INTENSITY/STRENGTH	69.2487688399	0.851793959259
8615	INTENSITY/STRENGTH	16.4247583467	0.549081259169
7047	INTENSITY/STRENGTH	70.6111884694	0.830071563951
31210	INTENSITY/STRENGTH	43.1531151694	0.981248067246
7409	INTENSITY/STRENGTH	49.4883794294	0.999895297757
61331	INTENSITY/STRENGTH	39.4183608484	0.955211565146
1030	INTENSITY/STRENGTH	16.257148063	0.544567977263
2879	INTENSITY/STRENGTH	54.8223917135	0.990697815265
5366244	INTENSITY/STRENGTH	58.9796930029	0.96774604543
13436	INTENSITY/STRENGTH	65.920526875	0.898614729609
15606	INTENSITY/STRENGTH	29.1007266116	0.825288148734
61177	INTENSITY/STRENGTH	51.1669564905	0.99945528502
8174	INTENSITY/STRENGTH	42.6981411813	0.978673143116
6276	INTENSITY/STRENGTH	59.5852182909	0.963249436127
5363233	INTENSITY/STRENGTH	53.8753801937	0.993992571342
7820	INTENSITY/STRENGTH	35.7506855224	0.918782814767
11980	INTENSITY/STRENGTH	58.9658322588	0.967845540763
8077	INTENSITY/STRENGTH	72.2772421522	0.801489792837
454	INTENSITY/STRENGTH	70.3692926021	0.834036767556
7761	INTENSITY/STRENGTH	43.1527091302	0.981245843098
1068	INTENSITY/STRENGTH	23.7693095158	0.724780350688
8205	INTENSITY/STRENGTH	0.0	0.0
6137	INTENSITY/STRENGTH	60.2942539181	0.957611334508
31260	INTENSITY/STRENGTH	52.3240576944	0.997839502333
778574	INTENSITY/STRENGTH	19.3345202811	0.623851341444
2345	INTENSITY/STRENGTH	26.9155749603	0.786843728235
14257	INTENSITY/STRENGTH	12.5316041069	0.438447723678
18827	INTENSITY/STRENGTH	73.4980986689	0.779135743578
1060	INTENSITY/STRENGTH	33.3434195841	0.889023331539
326	INTENSITY/STRENGTH	54.6349766183	0.991406796699
14525	INTENSITY/STRENGTH	61.2146614462	0.949692547459
13187	INTENSITY/STRENGTH	49.5526644317	0.999919956356
8180	INTENSITY/STRENGTH	38.3421025146	0.945637370488
61809	INTENSITY/STRENGTH	80.6695465255	0.623751566368
61052	INTENSITY/STRENGTH	31.6079234832	0.86469260856
7824	INTENSITY/STRENGTH	64.153608912	0.919870141907
10364	INTENSITY/STRENGTH	59.387849107	0.964747315658
6998	INTENSITY/STRENGTH	60.5034801221	0.95587076213
6054	INTENSITY/STRENGTH	64.3664485226	0.917442062739
8363	INTENSITY/STRENGTH	23.2968834535	0.714777426682
8093	INTENSITY/STRENGTH	59.4977027443	0.963917457032
244	INTENSITY/STRENGTH	62.2054406683	0.940410887237
1550470	INTENSITY/STRENGTH	39.4252288703	0.955269686222
61209	INTENSITY/STRENGTH	65.7992414965	0.900153587254
8082	INTENSITY/STRENGTH	30.7377611258	0.851586461421
11428	INTENSITY/STRENGTH	31.3467372774	0.860822315921
61138	INTENSITY/STRENGTH	38.9826063196	0.951446814596
8857	INTENSITY/STRENGTH	36.3533573426	0.925507657672
12206	INTENSITY/STRENGTH	69.3214090997	0.850673260161
31249	INTENSITY/STRENGTH	39.2382025064	0.953673485883
7136	INTENSITY/STRENGTH	41.7565901027	0.972818477306
8375	INTENSITY/STRENGTH	76.4293724362	0.720595309051
7127	VALENCE/PLEASANTNESS	51.3980317634	0.999218202875
18635	VALENCE/PLEASANTNESS	17.9432630839	0.588946247316
