#oID	descriptor	value	sigma
7127	INTENSITY/STRENGTH	48.6770976179	0.999299971715
7632	INTENSITY/STRENGTH	46.6320481412	0.995462760111
10882	INTENSITY/STRENGTH	57.7493961057	0.975978743999
6106	INTENSITY/STRENGTH	25.92586407	0.768174391689
2969	INTENSITY/STRENGTH	37.4508447594	0.937007481099
311	INTENSITY/STRENGTH	28.7445904072	0.819283025217
6213	INTENSITY/STRENGTH	34.1872775309	0.899983123246
8078	INTENSITY/STRENGTH	48.3393464727	0.998896891945
356	INTENSITY/STRENGTH	59.4890061817	0.963983504674
8051	INTENSITY/STRENGTH	63.9380795203	0.922291975714
8615	INTENSITY/STRENGTH	25.7254786267	0.764299044839
7047	INTENSITY/STRENGTH	56.9936661505	0.98043545351
31210	INTENSITY/STRENGTH	40.2206860511	0.961746007475
7409	INTENSITY/STRENGTH	61.7405853129	0.944863462604
61331	INTENSITY/STRENGTH	35.432296032	0.91511280044
1030	INTENSITY/STRENGTH	28.634314669	0.817402996135
2879	INTENSITY/STRENGTH	51.8263069527	0.998665841166
5366244	INTENSITY/STRENGTH	32.7942097235	0.881584312385
13436	INTENSITY/STRENGTH	49.1916227831	0.99973861051
15606	INTENSITY/STRENGTH	47.0700813219	0.996566230616
61177	INTENSITY/STRENGTH	58.1956580776	0.97313247547
8174	INTENSITY/STRENGTH	44.5940357434	0.988310220182
6276	INTENSITY/STRENGTH	33.1222937958	0.886057213314
5363233	INTENSITY/STRENGTH	52.2847977228	0.997911879746
7820	INTENSITY/STRENGTH	55.28125767	0.988843326969
11980	INTENSITY/STRENGTH	56.4475107022	0.983371842298
8077	INTENSITY/STRENGTH	56.330500919	0.983969903246
454	INTENSITY/STRENGTH	60.5019649242	0.955883493093
7761	INTENSITY/STRENGTH	46.6856693195	0.995606084856
1068	INTENSITY/STRENGTH	37.9191493538	0.941621219066
8205	INTENSITY/STRENGTH	29.9026852172	0.838439175408
6137	INTENSITY/STRENGTH	48.9633574551	0.999570148894
31260	INTENSITY/STRENGTH	31.238804719	0.859207020651
778574	INTENSITY/STRENGTH	37.1961237415	0.934424301102
2345	INTENSITY/STRENGTH	37.5097780605	0.937597742361
14257	INTENSITY/STRENGTH	46.5117518834	0.995132850031
18827	INTENSITY/STRENGTH	60.4262850068	0.956517032383
1060	INTENSITY/STRENGTH	36.1086119846	0.922811735602
326	INTENSITY/STRENGTH	59.6200247758	0.962982049325
14525	INTENSITY/STRENGTH	49.4404450072	0.999874759284
13187	INTENSITY/STRENGTH	55.6303287739	0.987319759159
8180	INTENSITY/STRENGTH	38.7732867757	0.949584364072
61809	INTENSITY/STRENGTH	71.522365098	0.814715120235
61052	INTENSITY/STRENGTH	38.89034066	0.95063018774
7824	INTENSITY/STRENGTH	61.1432220261	0.950331441151
10364	INTENSITY/STRENGTH	58.6029991273	0.970395362406
6998	INTENSITY/STRENGTH	54.2448912723	0.992792359235
6054	INTENSITY/STRENGTH	60.1102036331	0.959113512999
8363	INTENSITY/STRENGTH	36.1668713285	0.923457820463
8093	INTENSITY/STRENGTH	60.7439552028	0.953826970641
244	INTENSITY/STRENGTH	53.0036360376	0.996391268221
1550470	INTENSITY/STRENGTH	52.6157421891	0.99726315712
61209	INTENSITY/STRENGTH	55.3313296739	0.988630769563
8082	INTENSITY/STRENGTH	46.7400605974	0.995749118036
11428	INTENSITY/STRENGTH	29.9985741652	0.83997718583
61138	INTENSITY/STRENGTH	32.4095359261	0.876230229466
8857	INTENSITY/STRENGTH	28.5204326125	0.815451273939
12206	INTENSITY/STRENGTH	64.3225473007	0.917945855528
31249	INTENSITY/STRENGTH	43.3611383867	0.982370206592
7136	INTENSITY/STRENGTH	40.2413455938	0.961907465672
8375	INTENSITY/STRENGTH	61.877180663	0.943573031799
7127	VALENCE/PLEASANTNESS	46.6382672328	0.995479501121
18635	VALENCE/PLEASANTNESS	22.4146795012	0.695620037192
1549026	VALENCE/PLEASANTNESS	52.0342864685	0.998344671426
7632	VALENCE/PLEASANTNESS	53.2208839575	0.995850362613
10882	VALENCE/PLEASANTNESS	53.5960045132	0.994827500616
6106	VALENCE/PLEASANTNESS	38.128652543	0.943628443822
2969	VALENCE/PLEASANTNESS	33.9734448745	0.897259812324
311	VALENCE/PLEASANTNESS	31.4908469265	0.862964501001
6213	VALENCE/PLEASANTNESS	33.9803505099	0.897348332086
8078	VALENCE/PLEASANTNESS	45.1642040823	0.990646031137
356	VALENCE/PLEASANTNESS	45.5619817578	0.992121597633
8051	VALENCE/PLEASANTNESS	46.1267151056	0.993999065651
8615	VALENCE/PLEASANTNESS	50.8977961345	0.99967758484
7047	VALENCE/PLEASANTNESS	41.327583802	0.969915678916
31210	VALENCE/PLEASANTNESS	48.4767159233	0.999071842249
7409	VALENCE/PLEASANTNESS	45.8934687013	0.993254560277
61331	VALENCE/PLEASANTNESS	45.2800171163	0.991088704631
1030	VALENCE/PLEASANTNESS	43.2504816611	0.981777600877
61945	VALENCE/PLEASANTNESS	21.939719936	0.685048273092
2879	VALENCE/PLEASANTNESS	42.3943842857	0.976861843843
5366244	VALENCE/PLEASANTNESS	45.9755375269	0.993521480721
23642	VALENCE/PLEASANTNESS	25.6090119069	0.762031879937
13436	VALENCE/PLEASANTNESS	24.6125520743	0.742190995129
15606	VALENCE/PLEASANTNESS	49.350530642	0.999831275821
61177	VALENCE/PLEASANTNESS	49.684477189	0.999960178142
8174	VALENCE/PLEASANTNESS	45.5556794878	0.992099206074
6276	VALENCE/PLEASANTNESS	44.4526830147	0.987690909706
5363233	VALENCE/PLEASANTNESS	49.8174958094	0.999986676888
7820	VALENCE/PLEASANTNESS	47.2023087965	0.996869169572
11980	VALENCE/PLEASANTNESS	41.0045415441	0.967632690867
8077	VALENCE/PLEASANTNESS	31.4724635147	0.862692156715
454	VALENCE/PLEASANTNESS	37.8917417674	0.941356033029
7761	VALENCE/PLEASANTNESS	56.3478914903	0.983881709451
1068	VALENCE/PLEASANTNESS	30.5672320396	0.84894701176
8205	VALENCE/PLEASANTNESS	44.9558114228	0.989822464639
6137	VALENCE/PLEASANTNESS	17.9993759309	0.590384023676
31260	VALENCE/PLEASANTNESS	41.7049338114	0.972476750771
778574	VALENCE/PLEASANTNESS	49.1557340247	0.999714885985
2345	VALENCE/PLEASANTNESS	43.8799487753	0.985017989203
14257	VALENCE/PLEASANTNESS	44.8958582555	0.989579094821
18827	VALENCE/PLEASANTNESS	43.6037626893	0.983635259306
31252	VALENCE/PLEASANTNESS	40.5772479323	0.964484697388
1060	VALENCE/PLEASANTNESS	40.6290275116	0.964873949849
326	VALENCE/PLEASANTNESS	58.4829119149	0.971216082178
14525	VALENCE/PLEASANTNESS	43.9714541551	0.985462653999
7341	VALENCE/PLEASANTNESS	33.3673114148	0.889341468171
13187	VALENCE/PLEASANTNESS	57.2209596982	0.979143096415
8180	VALENCE/PLEASANTNESS	33.9902054574	0.897474591481
61809	VALENCE/PLEASANTNESS	28.3568039851	0.812628826505
61052	VALENCE/PLEASANTNESS	49.5507575547	0.99991927249
6920	VALENCE/PLEASANTNESS	35.9823157612	0.921401811432
7824	VALENCE/PLEASANTNESS	48.7700071207	0.999394847007
10364	VALENCE/PLEASANTNESS	40.6580945187	0.965091520791
6998	VALENCE/PLEASANTNESS	56.3559336873	0.983840842785
6054	VALENCE/PLEASANTNESS	44.1704430929	0.986406506507
8363	VALENCE/PLEASANTNESS	44.5280173587	0.98802296239
8093	VALENCE/PLEASANTNESS	47.295526846	0.997074329984
244	VALENCE/PLEASANTNESS	43.4871655106	0.983033194766
1550470	VALENCE/PLEASANTNESS	54.1602230239	0.993077017757
61209	VALENCE/PLEASANTNESS	44.3730358048	0.987334909578
8082	VALENCE/PLEASANTNESS	44.8090133306	0.989221462959
11428	VALENCE/PLEASANTNESS	43.4579006385	0.982880374378
7969	VALENCE/PLEASANTNESS	24.121836907	0.732128269972
61138	VALENCE/PLEASANTNESS	31.873762467	0.868575805159
8857	VALENCE/PLEASANTNESS	49.2584265858	0.999780027549
12206	VALENCE/PLEASANTNESS	45.1529308197	0.990602368145
31249	VALENCE/PLEASANTNESS	51.2530938145	0.999371902357
7136	VALENCE/PLEASANTNESS	46.5292162321	0.995181464015
8375	VALENCE/PLEASANTNESS	41.8040196223	0.973130362259
7127	BAKERY	5.27365870334	0.199821757686
18635	BAKERY	2.83607997621	0.110225859196
1549026	BAKERY	2.45543140794	0.0958055989581
7632	BAKERY	1.78037498265	0.0699471052744
10882	BAKERY	6.70293449196	0.250145647357
6106	BAKERY	6.65474457651	0.248475532909
2969	BAKERY	2.03492814985	0.079740752964
311	BAKERY	4.34319150175	0.166182335102
6213	BAKERY	3.11117008157	0.120575051552
8078	BAKERY	2.64669801024	0.103065916267
356	BAKERY	1.75352049955	0.0689108863252
8051	BAKERY	2.43906113444	0.0951828376907
8615	BAKERY	2.18853958526	0.0856257012038
7047	BAKERY	4.58878601294	0.175128657689
31210	BAKERY	2.66851249197	0.103892116111
7409	BAKERY	2.4054307152	0.0939027898379
61331	BAKERY	3.27725576375	0.126794068414
1030	BAKERY	2.67541544522	0.104153478687
61945	BAKERY	6.7868471871	0.253049369588
2879	BAKERY	0.6953924119	0.0276222682334
5366244	BAKERY	2.01197243031	0.0788596839882
23642	BAKERY	3.60542933551	0.139017525143
13436	BAKERY	2.27386875373	0.0888865585057
15606	BAKERY	2.1614327353	0.0845885928244
61177	BAKERY	4.5427127362	0.173454013846
8174	BAKERY	1.89298676691	0.0742861111166
6276	BAKERY	2.13122872028	0.083432294468
5363233	BAKERY	2.77352599547	0.10786406124
7820	BAKERY	4.52526489107	0.172819386709
11980	BAKERY	4.43450757387	0.169514359986
8077	BAKERY	2.16750671773	0.0848210345607
454	BAKERY	4.0073282394	0.153869657729
7761	BAKERY	6.18117115985	0.231964095631
1068	BAKERY	1.43284214752	0.0564924712528
8205	BAKERY	2.19747074667	0.085967278794
6137	BAKERY	7.06987745835	0.262801831424
31260	BAKERY	2.03027946059	0.0795623645485
778574	BAKERY	4.079050552	0.156506560718
2345	BAKERY	1.73526741235	0.0682062352969
14257	BAKERY	1.74226034445	0.0684762253348
18827	BAKERY	3.50442844381	0.135264730265
31252	BAKERY	6.39242082784	0.239351615498
1060	BAKERY	3.44823411693	0.133173237267
326	BAKERY	10.1517356316	0.364846330731
14525	BAKERY	1.75528111276	0.0689788397964
7341	BAKERY	2.86811043405	0.111433994377
13187	BAKERY	3.25191817605	0.125846738313
8180	BAKERY	2.01014214785	0.078789417332
61809	BAKERY	7.3585718823	0.272683443233
61052	BAKERY	2.65324421174	0.103313886531
6920	BAKERY	5.25755715345	0.199245523249
7824	BAKERY	5.18611930441	0.1966864388
10364	BAKERY	3.2527561286	0.125878076171
6998	BAKERY	10.8978180448	0.388407746537
6054	BAKERY	2.39159748787	0.093376004097
8363	BAKERY	2.23340712995	0.0873410422347
8093	BAKERY	4.43547817892	0.169549740486
244	BAKERY	2.76764155913	0.107641726445
1550470	BAKERY	4.74263999543	0.180708546167
61209	BAKERY	3.71764524348	0.143177455277
8082	BAKERY	2.5421607264	0.0991013965924
11428	BAKERY	2.4386825978	0.0951684347867
7969	BAKERY	2.34577303694	0.0916298610214
61138	BAKERY	2.65994161186	0.103567548723
8857	BAKERY	5.35479652499	0.20272232267
12206	BAKERY	2.81830495796	0.109555061184
31249	BAKERY	5.47616504874	0.207051248493
7136	BAKERY	7.60390276495	0.281028375694
8375	BAKERY	4.21865657546	0.161627437698
7127	SWEET	17.8624391739	0.586870873659
18635	SWEET	2.0664004401	0.0809480132924
1549026	SWEET	19.0037044729	0.615691865438
7632	SWEET	17.449133775	0.5761764432
10882	SWEET	34.3879849494	0.902505994424
6106	SWEET	8.03678727814	0.295635511224
2969	SWEET	11.6574681154	0.411940099471
311	SWEET	3.83355960587	0.147463912534
6213	SWEET	8.11382912594	0.298219475804
8078	SWEET	9.09423851562	0.330687470953
356	SWEET	15.7492897074	0.530755537781
8051	SWEET	24.0634717222	0.730918600358
8615	SWEET	24.9486748529	0.748972443349
7047	SWEET	9.10420010931	0.33101342052
31210	SWEET	17.9627058362	0.589444713064
7409	SWEET	9.82170763682	0.354281929112
61331	SWEET	17.515631325	0.577906316716
1030	SWEET	7.71511451857	0.284795383929
61945	SWEET	2.51199314293	0.0979556818971
2879	SWEET	9.14327688113	0.332291270395
5366244	SWEET	13.7701462137	0.474959077848
23642	SWEET	4.56605219973	0.174302554913
13436	SWEET	6.73800351087	0.25135986391
15606	SWEET	21.2357696286	0.669047620457
61177	SWEET	21.5550322559	0.676353524015
8174	SWEET	12.9318525657	0.450380978314
6276	SWEET	12.1803925244	0.427870916156
5363233	SWEET	19.9962055733	0.639908927999
7820	SWEET	11.8094089218	0.416591501241
11980	SWEET	18.8644838879	0.612231854574
8077	SWEET	2.59469868779	0.101094962999
454	SWEET	18.2510654798	0.596802062734
7761	SWEET	22.1072391193	0.688797556182
1068	SWEET	4.38132049106	0.167574431944
8205	SWEET	14.874948242	0.506492295599
6137	SWEET	5.28521798382	0.200235307698
31260	SWEET	7.73082442982	0.285326718647
778574	SWEET	18.2855130496	0.597676526989
2345	SWEET	14.7193198782	0.502109444057
14257	SWEET	12.5314841982	0.438444129443
18827	SWEET	15.4007594552	0.521157021488
31252	SWEET	7.81063330003	0.288022934982
1060	SWEET	9.62797906722	0.348039970321
326	SWEET	33.4097754823	0.889905780181
14525	SWEET	7.98931699748	0.294041005465
7341	SWEET	13.7178389062	0.473441914545
13187	SWEET	23.650499051	0.722281519896
8180	SWEET	10.506906419	0.37611822376
61809	SWEET	4.35771073533	0.166712572272
61052	SWEET	19.2380701182	0.621481467978
6920	SWEET	5.53510605759	0.209149282676
7824	SWEET	26.8542463037	0.785709634332
10364	SWEET	10.275398204	0.368782404861
6998	SWEET	30.2589764639	0.844116795898
6054	SWEET	10.720120438	0.382836424639
8363	SWEET	15.8383730242	0.533193296947
8093	SWEET	23.2248926838	0.713237451283
244	SWEET	10.8095292524	0.385642801033
1550470	SWEET	20.6038382263	0.65434626919
61209	SWEET	12.6125692829	0.440872009749
8082	SWEET	8.12290857492	0.29852368551
11428	SWEET	8.05807092336	0.296349834132
7969	SWEET	3.0534277683	0.118407742277
61138	SWEET	5.58709902879	0.210997690929
8857	SWEET	19.2179775523	0.620986837612
12206	SWEET	23.789387003	0.725201506529
31249	SWEET	21.4547581112	0.674067666203
7136	SWEET	20.6345376782	0.65506784905
8375	SWEET	11.0013880677	0.391643306942
7127	FRUIT	5.06326565448	0.192275962544
18635	FRUIT	0.979294512918	0.0387881734195
1549026	FRUIT	10.5857605375	0.378607091036
7632	FRUIT	6.88310824675	0.256373458216
10882	FRUIT	21.8187172189	0.682326120324
6106	FRUIT	2.58054183974	0.100557995115
2969	FRUIT	7.00673992569	0.260631835273
311	FRUIT	0.409397292046	0.0163088492248
6213	FRUIT	0.776918536797	0.0308353005068
8078	FRUIT	2.29441941047	0.0896710322463
356	FRUIT	7.44343286686	0.275575437537
8051	FRUIT	11.9311309593	0.420304483985
8615	FRUIT	11.5872705372	0.409784886086
7047	FRUIT	2.3859957253	0.0931626387714
31210	FRUIT	6.94179033031	0.258396232016
7409	FRUIT	3.87324379085	0.148928944649
61331	FRUIT	3.13964111205	0.121642705957
1030	FRUIT	1.14338939136	0.0452126399343
61945	FRUIT	1.8784938261	0.0737282574221
2879	FRUIT	2.07019014585	0.0810933309381
5366244	FRUIT	3.7208305923	0.143295391573
23642	FRUIT	3.03831664596	0.117840118622
13436	FRUIT	3.90569092662	0.150125868419
15606	FRUIT	13.4567718342	0.465836990089
61177	FRUIT	12.1978153531	0.428397934369
8174	FRUIT	6.95046513058	0.258695019011
6276	FRUIT	4.19415791812	0.160729932468
5363233	FRUIT	13.2777635135	0.46059093897
7820	FRUIT	7.20128910844	0.267308138408
11980	FRUIT	9.60123778548	0.347176004614
8077	FRUIT	1.31556486023	0.0519303100486
454	FRUIT	11.2661870242	0.399876692942
7761	FRUIT	17.2017566292	0.569710092717
1068	FRUIT	0.5366062065	0.0213490697717
8205	FRUIT	6.16122331042	0.231264663344
6137	FRUIT	4.44324871876	0.16983296508
31260	FRUIT	1.91790462486	0.0752448417342
778574	FRUIT	7.02487379073	0.261255410919
2345	FRUIT	2.87897647376	0.111843656736
14257	FRUIT	7.71804875733	0.284894639645
18827	FRUIT	8.75215616012	0.319446151424
31252	FRUIT	1.98651174554	0.0778819782553
1060	FRUIT	1.37363800769	0.0541907677571
326	FRUIT	10.8636026967	0.387336962447
14525	FRUIT	2.71698705446	0.105726674717
7341	FRUIT	4.67728622025	0.178340646256
13187	FRUIT	16.9932386077	0.564221480957
8180	FRUIT	5.04144171714	0.191491214851
61809	FRUIT	2.76863740277	0.107679354883
61052	FRUIT	6.91330005165	0.257414515024
6920	FRUIT	2.88331717049	0.112007279657
7824	FRUIT	16.9833690989	0.563960833576
10364	FRUIT	3.99655801077	0.153473330057
6998	FRUIT	9.27542770774	0.336603684645
6054	FRUIT	2.83917227298	0.110342531241
8363	FRUIT	3.21135522817	0.124329088166
8093	FRUIT	14.4375833073	0.494125807589
244	FRUIT	3.37284972338	0.130363542833
1550470	FRUIT	13.4270373314	0.464967360657
61209	FRUIT	3.00642150122	0.116641431951
8082	FRUIT	2.02904282622	0.0795149071326
11428	FRUIT	2.67204637113	0.104025922122
7969	FRUIT	3.66219020651	0.141122953417
61138	FRUIT	0.175901676023	0.00702369048106
8857	FRUIT	9.99548790773	0.359855604904
12206	FRUIT	10.8495594361	0.386897201461
31249	FRUIT	15.0786560695	0.512199895234
7136	FRUIT	5.64063879228	0.212898829297
8375	FRUIT	3.53452610181	0.136383894166
7127	FISH	0.988362752961	0.0391437657459
18635	FISH	6.33990207636	0.237518339719
1549026	FISH	1.05511880041	0.0417594417431
7632	FISH	2.9890402118	0.115987863917
10882	FISH	1.12619330936	0.0445404078264
6106	FISH	0.996823585448	0.0394754805137
2969	FISH	0.889628371343	0.0352685593981
311	FISH	1.33939387165	0.0528581644887
6213	FISH	3.63144297239	0.139982767671
8078	FISH	0.973311686997	0.0385535332239
356	FISH	0.870622649618	0.0345217124655
8051	FISH	0.956984639956	0.0379130577578
8615	FISH	1.55651408218	0.0612914688521
7047	FISH	1.14001381774	0.0450807001079
31210	FISH	1.74745769023	0.0686768642575
7409	FISH	1.89165279873	0.0742347718247
61331	FISH	1.19311998895	0.0471553854347
1030	FISH	1.28140282909	0.0505993158794
61945	FISH	4.05339568777	0.15556382087
2879	FISH	1.13700682716	0.0449631592763
5366244	FISH	0.894008907601	0.0354406555333
23642	FISH	4.37176888212	0.167225810021
13436	FISH	5.66403511538	0.2137288871
15606	FISH	0.902327844778	0.0357674355753
61177	FISH	1.17622155998	0.046495463536
8174	FISH	0.861188363114	0.0341508763658
6276	FISH	1.15301270113	0.0455887327298
5363233	FISH	1.01435753279	0.0401627328299
7820	FISH	1.1849056367	0.0468346249208
11980	FISH	1.50203140008	0.0591788166726
8077	FISH	7.1074206838	0.264090655841
454	FISH	1.31151093826	0.0517724131539
7761	FISH	1.6226916555	0.0638544149365
1068	FISH	4.90413433883	0.186545160108
8205	FISH	0.883355303065	0.035022085486
6137	FISH	5.57055916248	0.210409914746
31260	FISH	1.12778894	0.0446027944429
778574	FISH	1.2214171878	0.0482599435334
2345	FISH	1.34040537161	0.0528975402401
14257	FISH	0.762793909099	0.0302790145449
