#oID	descriptor	value	sigma
7127	INTENSITY/STRENGTH	51.6723821702	0.998881255151
7632	INTENSITY/STRENGTH	51.410688618	0.999203983049
10882	INTENSITY/STRENGTH	50.3868400444	0.999940141912
6106	INTENSITY/STRENGTH	30.7757109562	0.852170684304
2969	INTENSITY/STRENGTH	45.5864659063	0.992208286721
311	INTENSITY/STRENGTH	31.3960202936	0.861556775634
6213	INTENSITY/STRENGTH	37.7694700259	0.940165654621
8078	INTENSITY/STRENGTH	50.0898011513	0.999996774301
356	INTENSITY/STRENGTH	47.9851043184	0.998376078157
8051	INTENSITY/STRENGTH	50.4147889842	0.999931180039
8615	INTENSITY/STRENGTH	49.5058628866	0.999902331405
7047	INTENSITY/STRENGTH	53.5658443939	0.994913901503
31210	INTENSITY/STRENGTH	50.2439373251	0.999976197833
7409	INTENSITY/STRENGTH	52.2561531215	0.997963909237
61331	INTENSITY/STRENGTH	50.627481482	0.999842506796
1030	INTENSITY/STRENGTH	33.1595782669	0.88656007834
2879	INTENSITY/STRENGTH	43.095950922	0.980933642532
5366244	INTENSITY/STRENGTH	46.9977998013	0.996394717587
13436	INTENSITY/STRENGTH	51.2055397481	0.999418669566
15606	INTENSITY/STRENGTH	46.7084515547	0.995666283533
61177	INTENSITY/STRENGTH	48.9200639379	0.999533495241
8174	INTENSITY/STRENGTH	44.5967885119	0.988322122246
6276	INTENSITY/STRENGTH	39.427001474	0.955284680867
5363233	INTENSITY/STRENGTH	49.2015929176	0.999745018452
7820	INTENSITY/STRENGTH	50.3827561796	0.999941399083
11980	INTENSITY/STRENGTH	52.3018342743	0.99788062359
8077	INTENSITY/STRENGTH	52.6928710385	0.997099378228
454	INTENSITY/STRENGTH	48.3784049026	0.998948171736
7761	INTENSITY/STRENGTH	50.1683887502	0.999988658092
1068	INTENSITY/STRENGTH	39.2314660925	0.953615470993
8205	INTENSITY/STRENGTH	44.3876770166	0.987400732292
6137	INTENSITY/STRENGTH	50.4026895304	0.999935136457
31260	INTENSITY/STRENGTH	34.9019617375	0.90881969625
778574	INTENSITY/STRENGTH	50.6193685294	0.99984655305
2345	INTENSITY/STRENGTH	49.7666145937	0.999978212501
14257	INTENSITY/STRENGTH	44.7924845755	0.989152713241
18827	INTENSITY/STRENGTH	50.3953415034	0.999937482038
1060	INTENSITY/STRENGTH	33.1608710824	0.886577494918
326	INTENSITY/STRENGTH	53.2111099016	0.99587550928
14525	INTENSITY/STRENGTH	45.3981962701	0.991529360973
13187	INTENSITY/STRENGTH	48.0207009848	0.998432950163
8180	INTENSITY/STRENGTH	44.9300740085	0.989718340176
61809	INTENSITY/STRENGTH	54.064288158	0.993392624708
61052	INTENSITY/STRENGTH	50.3849043722	0.99994073945
7824	INTENSITY/STRENGTH	50.0636355576	0.999998380206
10364	INTENSITY/STRENGTH	52.119826426	0.998202534369
6998	INTENSITY/STRENGTH	45.8973273749	0.993267230932
6054	INTENSITY/STRENGTH	51.8691660083	0.998602487373
8363	INTENSITY/STRENGTH	50.2468444391	0.999975627129
8093	INTENSITY/STRENGTH	49.2459266859	0.999772549375
244	INTENSITY/STRENGTH	42.8442836395	0.979518289347
1550470	INTENSITY/STRENGTH	50.3497349863	0.999951074176
61209	INTENSITY/STRENGTH	45.3074080451	0.991191832298
8082	INTENSITY/STRENGTH	49.1485169297	0.999709990632
11428	INTENSITY/STRENGTH	35.3003066625	0.913567606313
61138	INTENSITY/STRENGTH	33.6067736331	0.892504851714
8857	INTENSITY/STRENGTH	36.1702765118	0.923495499296
12206	INTENSITY/STRENGTH	50.9959248403	0.999603253485
31249	INTENSITY/STRENGTH	49.7098869326	0.999966333763
7136	INTENSITY/STRENGTH	51.4012047538	0.999214650095
8375	INTENSITY/STRENGTH	53.1284565708	0.996085103794
7127	VALENCE/PLEASANTNESS	45.3021309709	0.991172010634
18635	VALENCE/PLEASANTNESS	34.4889357313	0.903762754101
1549026	VALENCE/PLEASANTNESS	46.401287691	0.994819707887
7632	VALENCE/PLEASANTNESS	44.633781679	0.988481480372
10882	VALENCE/PLEASANTNESS	46.1695179544	0.994130962919
6106	VALENCE/PLEASANTNESS	43.9837899074	0.985522086448
2969	VALENCE/PLEASANTNESS	44.9708219617	0.989882947303
311	VALENCE/PLEASANTNESS	44.1097373142	0.986121922197
6213	VALENCE/PLEASANTNESS	44.1055135243	0.986102011675
8078	VALENCE/PLEASANTNESS	45.198870964	0.990779663992
356	VALENCE/PLEASANTNESS	45.5346099605	0.992024116718
8051	VALENCE/PLEASANTNESS	45.516043899	0.991957655074
8615	VALENCE/PLEASANTNESS	45.9761728811	0.993523526127
7047	VALENCE/PLEASANTNESS	44.4434941321	0.987650097016
31210	VALENCE/PLEASANTNESS	45.6347650574	0.992377889558
7409	VALENCE/PLEASANTNESS	44.1192572494	0.986166745881
61331	VALENCE/PLEASANTNESS	45.4630475242	0.991766424893
1030	VALENCE/PLEASANTNESS	42.8393038263	0.979489772123
61945	VALENCE/PLEASANTNESS	29.8172678586	0.837062929323
2879	VALENCE/PLEASANTNESS	44.0246535762	0.985718094046
5366244	VALENCE/PLEASANTNESS	44.9879503663	0.989951743388
23642	VALENCE/PLEASANTNESS	28.4835382917	0.814816750222
13436	VALENCE/PLEASANTNESS	30.0663138808	0.84105926308
15606	VALENCE/PLEASANTNESS	46.0607672178	0.993792978035
61177	VALENCE/PLEASANTNESS	46.0775319207	0.993845697667
8174	VALENCE/PLEASANTNESS	44.8803227394	0.989515561899
6276	VALENCE/PLEASANTNESS	44.7753560021	0.989081238038
5363233	VALENCE/PLEASANTNESS	45.9082250074	0.993302950964
7820	VALENCE/PLEASANTNESS	45.3973463372	0.991526231704
11980	VALENCE/PLEASANTNESS	45.4401922931	0.99168326147
8077	VALENCE/PLEASANTNESS	44.0406786773	0.985794595749
454	VALENCE/PLEASANTNESS	34.4335619216	0.903074402221
7761	VALENCE/PLEASANTNESS	45.9129662543	0.993318462064
1068	VALENCE/PLEASANTNESS	42.4460850977	0.97717534786
8205	VALENCE/PLEASANTNESS	45.8863667393	0.993231208559
6137	VALENCE/PLEASANTNESS	27.5785432305	0.798911310534
31260	VALENCE/PLEASANTNESS	43.1634046491	0.981304385603
778574	VALENCE/PLEASANTNESS	45.4547641252	0.991736332337
2345	VALENCE/PLEASANTNESS	45.6077170271	0.992283140114
14257	VALENCE/PLEASANTNESS	45.2246618237	0.990878458121
18827	VALENCE/PLEASANTNESS	44.6825739181	0.988689991945
31252	VALENCE/PLEASANTNESS	43.5794210788	0.983510466527
1060	VALENCE/PLEASANTNESS	44.0630816948	0.985901200415
326	VALENCE/PLEASANTNESS	58.7233952221	0.96956095032
14525	VALENCE/PLEASANTNESS	45.5150713364	0.991954165953
7341	VALENCE/PLEASANTNESS	44.3438032156	0.987202975175
13187	VALENCE/PLEASANTNESS	45.7557495903	0.992794535384
8180	VALENCE/PLEASANTNESS	44.897031288	0.98958388413
61809	VALENCE/PLEASANTNESS	30.9214502721	0.854403576111
61052	VALENCE/PLEASANTNESS	45.7602262264	0.99280972734
6920	VALENCE/PLEASANTNESS	44.7638710341	0.989033181381
7824	VALENCE/PLEASANTNESS	45.9685931956	0.993499103671
10364	VALENCE/PLEASANTNESS	44.154830844	0.986333599015
6998	VALENCE/PLEASANTNESS	57.0806633412	0.97994568266
6054	VALENCE/PLEASANTNESS	44.3495288637	0.987228870375
8363	VALENCE/PLEASANTNESS	45.6099008229	0.992290811686
8093	VALENCE/PLEASANTNESS	45.7134109102	0.99265006159
244	VALENCE/PLEASANTNESS	44.2221062415	0.986646377486
1550470	VALENCE/PLEASANTNESS	46.1651686103	0.994117627285
61209	VALENCE/PLEASANTNESS	44.9853372972	0.989941263191
8082	VALENCE/PLEASANTNESS	44.3045060958	0.987024539675
11428	VALENCE/PLEASANTNESS	43.8233314084	0.984739506044
7969	VALENCE/PLEASANTNESS	28.1670334514	0.809328628676
